state,district,period,AFI
Rajasthan,Barmer,2025-10,28.10143298319468
Rajasthan,Barmer,2025-11,25.608795692423744
Rajasthan,Barmer,2025-12,27.784443233960953
Rajasthan,Barmer,NaT,28.134179016376567
Rajasthan,Bharatpur,2025-01,63.086585385907746
Rajasthan,Bharatpur,2025-02,26.654124627288212
Rajasthan,Bharatpur,2025-03,32.00812639947623
Rajasthan,Bharatpur,2025-04,20.41352674729237
Rajasthan,Bharatpur,2025-05,10.638520043187745
Rajasthan,Bharatpur,2025-06,23.47884758515449
Rajasthan,Bharatpur,2025-07,7.247197836993382
Rajasthan,Bharatpur,2025-08,27.601044368265043
Rajasthan,Bharatpur,2025-09,27.85360649609849
Rajasthan,Bharatpur,2025-10,26.33681028914121
Rajasthan,Bharatpur,2025-11,23.122678710986698
Rajasthan,Bharatpur,2025-12,24.05323653604608
Rajasthan,Bharatpur,NaT,22.431110245809023
Rajasthan,Bhilwara,2025-01,61.72795838424747
Rajasthan,Bhilwara,2025-02,26.34643046597414
Rajasthan,Bhilwara,2025-03,25.319146729340307
Rajasthan,Bhilwara,2025-04,18.251372670745006
Rajasthan,Bhilwara,2025-05,17.205284242746128
Rajasthan,Bhilwara,2025-06,20.10235974408599
Rajasthan,Bhilwara,2025-07,14.03242987986865
Rajasthan,Bhilwara,2025-08,25.818885843443887
Rajasthan,Bhilwara,2025-09,25.87322904589183
Rajasthan,Bhilwara,2025-10,24.531115697431492
Rajasthan,Bhilwara,2025-11,23.773285605946004
Rajasthan,Bhilwara,2025-12,21.91674215276828
Rajasthan,Bhilwara,NaT,24.062002485078942
Rajasthan,Bikaner,2025-01,64.42761854402706
Rajasthan,Bikaner,2025-02,34.46576272587551
Rajasthan,Bikaner,2025-03,31.276551859007107
Rajasthan,Bikaner,2025-04,19.20283918181122
Rajasthan,Bikaner,2025-05,23.036727809733954
Rajasthan,Bikaner,2025-06,18.94405269717231
Rajasthan,Bikaner,2025-07,18.8454213209325
Rajasthan,Bikaner,2025-08,25.063268431966993
Rajasthan,Bikaner,2025-09,27.0595064012994
Rajasthan,Bikaner,2025-10,26.811348792208868
Rajasthan,Bikaner,2025-11,27.4502672152155
Rajasthan,Bikaner,2025-12,23.27874349224186
Rajasthan,Bikaner,NaT,25.1849382009837
Rajasthan,Bundi,2025-01,63.317028837327534
Rajasthan,Bundi,2025-02,28.309779678726194
Rajasthan,Bundi,2025-03,28.056971678142503
Rajasthan,Bundi,2025-04,15.82371853906986
Rajasthan,Bundi,2025-05,20.550931669772368
Rajasthan,Bundi,2025-06,19.687934715552363
Rajasthan,Bundi,2025-07,27.9334544808108
Rajasthan,Bundi,2025-08,24.26258727870743
Rajasthan,Bundi,2025-09,27.410223730339666
Rajasthan,Bundi,2025-10,25.38032768016205
Rajasthan,Bundi,2025-11,24.964695045062232
Rajasthan,Bundi,2025-12,22.724545487772385
Rajasthan,Bundi,NaT,23.116486932613697
Rajasthan,Chittaurgarh,2025-01,61.55850363529117
Rajasthan,Chittaurgarh,2025-02,19.236449286502335
Rajasthan,Chittaurgarh,2025-03,30.48210432550417
Rajasthan,Chittaurgarh,2025-04,9.319466141333532
Rajasthan,Chittaurgarh,2025-05,18.097077677311912
Rajasthan,Chittaurgarh,2025-06,19.398905573503804
Rajasthan,Chittaurgarh,2025-07,3.3552745590978206
Rajasthan,Chittaurgarh,2025-08,26.504779289327445
Rajasthan,Chittaurgarh,2025-09,21.518287420562864
Rajasthan,Chittaurgarh,2025-10,18.011331286128964
Rajasthan,Chittaurgarh,2025-11,24.307447617838115
Rajasthan,Chittaurgarh,2025-12,21.072596931797342
Rajasthan,Chittaurgarh,NaT,23.87614324400538
Rajasthan,Chittorgarh,2025-01,61.923647602884955
Rajasthan,Chittorgarh,2025-02,32.59156292115574
Rajasthan,Chittorgarh,2025-03,23.380442840999383
Rajasthan,Chittorgarh,2025-04,19.26803694720891
Rajasthan,Chittorgarh,2025-05,15.812350193251646
Rajasthan,Chittorgarh,2025-06,15.577596105649242
Rajasthan,Chittorgarh,2025-07,24.047630568166582
Rajasthan,Chittorgarh,2025-08,22.2645326463654
Rajasthan,Chittorgarh,2025-09,27.74129745709712
Rajasthan,Chittorgarh,2025-10,26.44264561376936
Rajasthan,Chittorgarh,2025-11,23.47641979033119
Rajasthan,Chittorgarh,2025-12,22.381996935553328
Rajasthan,Chittorgarh,NaT,22.976174370485
Rajasthan,Churu,2025-01,66.23364631016088
Rajasthan,Churu,2025-02,35.44067586881806
Rajasthan,Churu,2025-03,30.037090127562536
Rajasthan,Churu,2025-04,23.265576744449184
Rajasthan,Churu,2025-05,24.08327755408168
Rajasthan,Churu,2025-06,20.935303987508988
Rajasthan,Churu,2025-07,25.827980503592034
Rajasthan,Churu,2025-08,24.307620059715674
Rajasthan,Churu,2025-09,25.592667565672613
Rajasthan,Churu,2025-10,26.619780101066695
Rajasthan,Churu,2025-11,24.746043977283126
Rajasthan,Churu,2025-12,24.77332945845113
Rajasthan,Churu,NaT,25.793628132344466
Rajasthan,Dausa,2025-01,66.94443373700199
Rajasthan,Dausa,2025-02,35.00792602925151
Rajasthan,Dausa,2025-03,31.264018149869916
Rajasthan,Dausa,2025-04,24.768448414465503
Rajasthan,Dausa,2025-05,21.381133082677945
Rajasthan,Dausa,2025-06,25.507528391891015
Rajasthan,Dausa,2025-07,23.089228288507304
Rajasthan,Dausa,2025-08,28.441720597814015
Rajasthan,Dausa,2025-09,29.569917838636936
Rajasthan,Dausa,2025-10,27.371387689660573
Rajasthan,Dausa,2025-11,26.889671837018977
Rajasthan,Dausa,2025-12,24.940178215899202
Rajasthan,Dausa,NaT,23.962390759617772
Rajasthan,Deeg,2025-09,28.80128501711962
Rajasthan,Deeg,NaT,12.032355448605523
Rajasthan,Dhaulpur,2025-01,50.472006407117775
Rajasthan,Dhaulpur,2025-02,11.324023608939811
Rajasthan,Dhaulpur,2025-03,33.507780978276095
Rajasthan,Dhaulpur,2025-04,16.483520721791653
Rajasthan,Dhaulpur,2025-05,21.564147798889895
Rajasthan,Dhaulpur,2025-06,30.212338791562967
Rajasthan,Dhaulpur,2025-08,27.10681488673138
Rajasthan,Dhaulpur,2025-09,17.857011895772164
Rajasthan,Dhaulpur,2025-10,31.397004963115805
Rajasthan,Dhaulpur,2025-11,14.62139821833532
Rajasthan,Dhaulpur,2025-12,2.9406265652694383
Rajasthan,Dhaulpur,NaT,26.134317854329502
Rajasthan,Dholpur,2025-01,59.76040872693983
Rajasthan,Dholpur,2025-02,31.411256046921526
Rajasthan,Dholpur,2025-03,29.375716838700825
Rajasthan,Dholpur,2025-04,25.141073461637752
Rajasthan,Dholpur,2025-05,14.785685140105247
Rajasthan,Dholpur,2025-06,23.97309927556529
Rajasthan,Dholpur,2025-07,14.929064178591021
Rajasthan,Dholpur,2025-08,28.447455313672684
Rajasthan,Dholpur,2025-09,27.514481374519804
Rajasthan,Dholpur,2025-10,26.416717463401614
Rajasthan,Dholpur,2025-11,22.863148784601577
Rajasthan,Dholpur,2025-12,23.628995094788948
Rajasthan,Dholpur,NaT,21.175757918389333
Rajasthan,Dungarpur,2025-01,60.71538181789394
Rajasthan,Dungarpur,2025-02,28.409262965037684
Rajasthan,Dungarpur,2025-03,24.91066178190317
Rajasthan,Dungarpur,2025-04,16.18553942501651
Rajasthan,Dungarpur,2025-05,19.74349960739027
Rajasthan,Dungarpur,2025-06,14.008514863547768
Rajasthan,Dungarpur,2025-07,21.287044124185712
Rajasthan,Dungarpur,2025-08,25.05622090567158
Rajasthan,Dungarpur,2025-09,28.045416138439823
Rajasthan,Dungarpur,2025-10,24.829370185779343
Rajasthan,Dungarpur,2025-11,24.199773339153232
Rajasthan,Dungarpur,2025-12,23.244705281970035
Rajasthan,Dungarpur,NaT,25.092923831194714
Rajasthan,Ganganagar,2025-01,65.09536728706551
Rajasthan,Ganganagar,2025-02,29.57145922098744
Rajasthan,Ganganagar,2025-03,30.29165402266737
Rajasthan,Ganganagar,2025-04,19.425569253575162
Rajasthan,Ganganagar,2025-05,24.726454439843312
Rajasthan,Ganganagar,2025-06,21.367282089012644
Rajasthan,Ganganagar,2025-07,15.976546826589571
Rajasthan,Ganganagar,2025-08,26.85144213448673
Rajasthan,Ganganagar,2025-09,26.93182381896173
Rajasthan,Ganganagar,2025-10,23.70436177249692
Rajasthan,Ganganagar,2025-11,22.235300518051833
Rajasthan,Ganganagar,2025-12,22.75587546514966
Rajasthan,Ganganagar,NaT,21.888000340921
Rajasthan,Hanumangarh,2025-01,63.85864883106205
Rajasthan,Hanumangarh,2025-02,32.420165149345166
Rajasthan,Hanumangarh,2025-03,33.52785045055179
Rajasthan,Hanumangarh,2025-04,19.023098866728084
Rajasthan,Hanumangarh,2025-05,20.243126246288387
Rajasthan,Hanumangarh,2025-06,22.033578796289746
Rajasthan,Hanumangarh,2025-07,23.293762655898483
Rajasthan,Hanumangarh,2025-08,26.214319147554146
Rajasthan,Hanumangarh,2025-09,27.79479997359099
Rajasthan,Hanumangarh,2025-10,27.01493976791979
Rajasthan,Hanumangarh,2025-11,22.613396438525523
Rajasthan,Hanumangarh,2025-12,26.39723558767881
Rajasthan,Hanumangarh,NaT,23.236881542782577
Rajasthan,Jaipur,2025-01,64.1704617587939
Rajasthan,Jaipur,2025-02,32.52824618774411
Rajasthan,Jaipur,2025-03,27.703738694630193
Rajasthan,Jaipur,2025-04,16.987121494366985
Rajasthan,Jaipur,2025-05,18.611227278288794
Rajasthan,Jaipur,2025-06,18.331071725762893
Rajasthan,Jaipur,2025-07,17.724383583862615
Rajasthan,Jaipur,2025-08,26.091875284714387
Rajasthan,Jaipur,2025-09,26.927508979313572
Rajasthan,Jaipur,2025-10,25.06605284046938
Rajasthan,Jaipur,2025-11,21.615942471247166
Rajasthan,Jaipur,2025-12,22.158421079904183
Rajasthan,Jaipur,NaT,20.507708608808667
Rajasthan,Jaisalmer,2025-01,67.9375593467619
Rajasthan,Jaisalmer,2025-02,37.48070844563296
Rajasthan,Jaisalmer,2025-03,31.580160478308525
Rajasthan,Jaisalmer,2025-04,23.866135358339232
Rajasthan,Jaisalmer,2025-05,21.357827596009994
Rajasthan,Jaisalmer,2025-06,16.08225673012645
Rajasthan,Jaisalmer,2025-07,22.183092533223096
Rajasthan,Jaisalmer,2025-08,26.857614644263005
Rajasthan,Jaisalmer,2025-09,28.09502315628114
Rajasthan,Jaisalmer,2025-10,25.655441131161634
Rajasthan,Jaisalmer,2025-11,29.82196293719134
Rajasthan,Jaisalmer,2025-12,26.246587004318094
Rajasthan,Jaisalmer,NaT,26.929040717958838
Rajasthan,Jalor,2025-01,63.77263143150373
Rajasthan,Jalor,2025-02,34.41741181679603
Rajasthan,Jalor,2025-03,30.1600812416115
Rajasthan,Jalor,2025-04,20.70690136712716
Rajasthan,Jalor,2025-05,26.5955522982376
Rajasthan,Jalor,2025-06,19.934363427143555
Rajasthan,Jalor,2025-07,11.157783705768459
Rajasthan,Jalor,2025-08,20.46116376718139
Rajasthan,Jalor,2025-09,27.583095084521467
Rajasthan,Jalor,2025-10,23.324564712850467
Rajasthan,Jalor,2025-11,25.019508724751102
Rajasthan,Jalor,2025-12,27.509539198662633
Rajasthan,Jalor,NaT,27.262410553009804
Rajasthan,Jalore,2025-01,7.722924384042731
Rajasthan,Jhalawar,2025-01,58.25293473275905
Rajasthan,Jhalawar,2025-02,29.9849614805568
Rajasthan,Jhalawar,2025-03,26.456664294244646
Rajasthan,Jhalawar,2025-04,18.29316059398386
Rajasthan,Jhalawar,2025-05,18.924571104809242
Rajasthan,Jhalawar,2025-06,19.721798333932032
Rajasthan,Jhalawar,2025-07,17.459101877628626
Rajasthan,Jhalawar,2025-08,23.294325970830435
Rajasthan,Jhalawar,2025-09,23.77502986659599
Rajasthan,Jhalawar,2025-10,27.928352762856957
Rajasthan,Jhalawar,2025-11,24.863395755626126
Rajasthan,Jhalawar,2025-12,23.128726633809045
Rajasthan,Jhalawar,NaT,27.794756702382344
Rajasthan,Jhunjhunu,2025-01,51.97770417023566
Rajasthan,Jhunjhunu,2025-02,14.073951046748965
Rajasthan,Jhunjhunu,2025-03,21.071906523002816
Rajasthan,Jhunjhunu,2025-04,8.408321774668758
Rajasthan,Jhunjhunu,2025-05,8.89009758330227
Rajasthan,Jhunjhunu,2025-06,17.414594528192836
Rajasthan,Jhunjhunu,2025-07,2.8726102355102308
Rajasthan,Jhunjhunu,2025-08,21.83624395074187
Rajasthan,Jhunjhunu,2025-09,25.167409507502875
Rajasthan,Jhunjhunu,2025-10,23.132591872922475
Rajasthan,Jhunjhunu,2025-11,16.77089513087185
Rajasthan,Jhunjhunu,2025-12,18.57779010378602
Rajasthan,Jhunjhunu,NaT,26.71104910674409
Rajasthan,Jhunjhunun,2025-01,67.04233297365717
Rajasthan,Jhunjhunun,2025-02,30.729867962559304
Rajasthan,Jhunjhunun,2025-03,29.577655479521365
Rajasthan,Jhunjhunun,2025-04,20.030351223689536
Rajasthan,Jhunjhunun,2025-05,21.458373268528597
Rajasthan,Jhunjhunun,2025-06,23.357468556753528
Rajasthan,Jhunjhunun,2025-07,17.981842236713142
Rajasthan,Jhunjhunun,2025-08,25.043673494757044
Rajasthan,Jhunjhunun,2025-09,28.754463458237133
Rajasthan,Jhunjhunun,2025-10,25.127617115911523
Rajasthan,Jhunjhunun,2025-11,24.847015436126444
Rajasthan,Jhunjhunun,2025-12,24.319133057403985
Rajasthan,Jhunjhunun,NaT,22.282259053210108
Rajasthan,Jodhpur,2025-01,64.83796673125877
Rajasthan,Jodhpur,2025-02,31.646303771480458
Rajasthan,Jodhpur,2025-03,29.355610997075676
Rajasthan,Jodhpur,2025-04,22.9620238694161
Rajasthan,Jodhpur,2025-05,25.920779946296655
Rajasthan,Jodhpur,2025-06,22.409560239958463
Rajasthan,Jodhpur,2025-07,26.321214258426156
Rajasthan,Jodhpur,2025-08,24.305477852712603
Rajasthan,Jodhpur,2025-09,26.793281821529057
Rajasthan,Jodhpur,2025-10,23.98762516488149
Rajasthan,Jodhpur,2025-11,26.098720905335732
Rajasthan,Jodhpur,2025-12,26.86455943104176
Rajasthan,Jodhpur,NaT,25.222462574878996
Rajasthan,Karauli,2025-01,64.832129519754
Rajasthan,Karauli,2025-02,32.44777030187201
Rajasthan,Karauli,2025-03,26.197079123334138
Rajasthan,Karauli,2025-04,21.51506367642719
Rajasthan,Karauli,2025-05,19.647397591195276
Rajasthan,Karauli,2025-06,21.79969945124859
Rajasthan,Karauli,2025-07,23.341037639655926
Rajasthan,Karauli,2025-08,21.072435193814922
Rajasthan,Karauli,2025-09,29.245021605170177
Rajasthan,Karauli,2025-10,26.529956578656794
Rajasthan,Karauli,2025-11,25.651304108024682
Rajasthan,Karauli,2025-12,24.495431939868173
Rajasthan,Karauli,NaT,23.36427490098459
Rajasthan,Kota,2025-01,64.02146910335419
Rajasthan,Kota,2025-02,28.187237400067954
Rajasthan,Kota,2025-03,24.51789052875654
Rajasthan,Kota,2025-04,20.137319597899996
Rajasthan,Kota,2025-05,24.323122044809764
Rajasthan,Kota,2025-06,17.34458882211696
Rajasthan,Kota,2025-07,24.908201628282427
Rajasthan,Kota,2025-08,23.481488967899672
Rajasthan,Kota,2025-09,24.95796922497419
Rajasthan,Kota,2025-10,22.005088010404577
Rajasthan,Kota,2025-11,20.211875932501254
Rajasthan,Kota,2025-12,20.71867321544154
Rajasthan,Kota,NaT,21.189452671549418
Rajasthan,Nagaur,2025-01,65.59390940905061
Rajasthan,Nagaur,2025-02,32.80072508633585
Rajasthan,Nagaur,2025-03,31.32415473011841
Rajasthan,Nagaur,2025-04,19.815443170216437
Rajasthan,Nagaur,2025-05,24.67247301158175
Rajasthan,Nagaur,2025-06,22.451779664053536
Rajasthan,Nagaur,2025-07,20.99826878487837
Rajasthan,Nagaur,2025-08,27.312423821784286
Rajasthan,Nagaur,2025-09,28.84351456681768
Rajasthan,Nagaur,2025-10,27.090221366602382
Rajasthan,Nagaur,2025-11,27.736940418896275
Rajasthan,Nagaur,2025-12,25.40479165250422
Rajasthan,Nagaur,NaT,25.84915416120133
Rajasthan,Pali,2025-01,68.14877623359395
Rajasthan,Pali,2025-02,35.199084186359904
Rajasthan,Pali,2025-03,30.26192123886668
Rajasthan,Pali,2025-04,20.611353938941704
Rajasthan,Pali,2025-05,22.780102039699283
Rajasthan,Pali,2025-06,16.00356602376733
Rajasthan,Pali,2025-07,12.891872665401706
Rajasthan,Pali,2025-08,24.817939060151325
Rajasthan,Pali,2025-09,29.052735707440508
Rajasthan,Pali,2025-10,27.629375373146075
Rajasthan,Pali,2025-11,27.671973483849087
Rajasthan,Pali,2025-12,25.931445268544234
Rajasthan,Pali,NaT,25.935745340302642
Rajasthan,Pratapgarh,2025-01,63.19440200716646
Rajasthan,Pratapgarh,2025-02,30.559496488847863
Rajasthan,Pratapgarh,2025-03,32.42182004135013
Rajasthan,Pratapgarh,2025-04,20.724660860873932
Rajasthan,Pratapgarh,2025-05,24.962702287444575
Rajasthan,Pratapgarh,2025-06,19.608954572926827
Rajasthan,Pratapgarh,2025-07,25.039338224221805
Rajasthan,Pratapgarh,2025-08,27.195953619619782
Rajasthan,Pratapgarh,2025-09,28.029736374728575
Rajasthan,Pratapgarh,2025-10,24.148752361402885
Rajasthan,Pratapgarh,2025-11,24.058688567657548
Rajasthan,Pratapgarh,2025-12,21.416368296000023
Rajasthan,Pratapgarh,NaT,22.859747688545735
Rajasthan,Rajsamand,2025-01,62.71038574655287
Rajasthan,Rajsamand,2025-02,30.698937372462588
Rajasthan,Rajsamand,2025-03,23.713754069415725
Rajasthan,Rajsamand,2025-04,16.94165603427776
Rajasthan,Rajsamand,2025-05,24.80733433989426
Rajasthan,Rajsamand,2025-06,16.2428072954198
Rajasthan,Rajsamand,2025-07,13.685008639417752
Rajasthan,Rajsamand,2025-08,26.62602178709984
Rajasthan,Rajsamand,2025-09,28.308059891246135
Rajasthan,Rajsamand,2025-10,25.363175142775802
Rajasthan,Rajsamand,2025-11,25.088212813710975
Rajasthan,Rajsamand,2025-12,25.22759764708803
Rajasthan,Rajsamand,NaT,24.975761654985465
Rajasthan,Sawai Madhopur,2025-01,65.45764931256491
Rajasthan,Sawai Madhopur,2025-02,31.735575747844216
Rajasthan,Sawai Madhopur,2025-03,29.388982707017675
Rajasthan,Sawai Madhopur,2025-04,18.35099670825991
Rajasthan,Sawai Madhopur,2025-05,25.706908609529027
Rajasthan,Sawai Madhopur,2025-06,22.75714527349637
Rajasthan,Sawai Madhopur,2025-07,18.32724941373223
Rajasthan,Sawai Madhopur,2025-08,25.452812044745528
Rajasthan,Sawai Madhopur,2025-09,28.474439606216674
Rajasthan,Sawai Madhopur,2025-10,25.711588042813975
Rajasthan,Sawai Madhopur,2025-11,25.691977544399695
Rajasthan,Sawai Madhopur,2025-12,24.67936180437602
Rajasthan,Sawai Madhopur,NaT,24.24790263559512
Rajasthan,Sikar,2025-01,66.96757476756713
Rajasthan,Sikar,2025-02,33.57385749437434
Rajasthan,Sikar,2025-03,29.929544730534385
Rajasthan,Sikar,2025-04,21.882147343534648
Rajasthan,Sikar,2025-05,20.638172621485587
Rajasthan,Sikar,2025-06,22.760130955907552
Rajasthan,Sikar,2025-07,13.419975762544125
Rajasthan,Sikar,2025-08,26.33415436145194
Rajasthan,Sikar,2025-09,26.610183119693154
Rajasthan,Sikar,2025-10,25.613206027153094
Rajasthan,Sikar,2025-11,25.56077636851125
Rajasthan,Sikar,2025-12,23.136443559828844
Rajasthan,Sikar,NaT,22.216735418899216
Rajasthan,Sirohi,2025-01,64.36773075458186
Rajasthan,Sirohi,2025-02,32.90836887328734
Rajasthan,Sirohi,2025-03,32.18224281178783
Rajasthan,Sirohi,2025-04,15.900070365200296
Rajasthan,Sirohi,2025-05,13.905352109716617
Rajasthan,Sirohi,2025-06,19.06124636069854
Rajasthan,Sirohi,2025-07,4.59850875386705
Rajasthan,Sirohi,2025-08,25.22060048490549
Rajasthan,Sirohi,2025-09,27.04271922821203
Rajasthan,Sirohi,2025-10,24.849565427858767
Rajasthan,Sirohi,2025-11,24.30623263558758
Rajasthan,Sirohi,2025-12,25.84996472996392
Rajasthan,Sirohi,NaT,27.36360805925017
Rajasthan,Tonk,2025-01,63.71713205618349
Rajasthan,Tonk,2025-02,26.54439872685515
Rajasthan,Tonk,2025-03,29.220964551445366
Rajasthan,Tonk,2025-04,24.00602868699623
Rajasthan,Tonk,2025-05,26.984708271420345
Rajasthan,Tonk,2025-06,23.71062665452873
Rajasthan,Tonk,2025-07,17.41822947703569
Rajasthan,Tonk,2025-08,26.68597573969189
Rajasthan,Tonk,2025-09,28.725287063282536
Rajasthan,Tonk,2025-10,23.578882155181805
Rajasthan,Tonk,2025-11,22.33317931771457
Rajasthan,Tonk,2025-12,27.68371327894481
Rajasthan,Tonk,NaT,22.739432442135417
Rajasthan,Udaipur,2025-01,63.92744472415025
Rajasthan,Udaipur,2025-02,28.729792204298317
Rajasthan,Udaipur,2025-03,27.82344426042449
Rajasthan,Udaipur,2025-04,21.145233960603203
Rajasthan,Udaipur,2025-05,16.284397281230742
Rajasthan,Udaipur,2025-06,17.477517796418596
Rajasthan,Udaipur,2025-07,5.454869147659859
Rajasthan,Udaipur,2025-08,22.38420436685765
Rajasthan,Udaipur,2025-09,27.389374707845455
Rajasthan,Udaipur,2025-10,27.259174236762487
Rajasthan,Udaipur,2025-11,25.995058803120745
Rajasthan,Udaipur,2025-12,25.169288296742188
Rajasthan,Udaipur,NaT,23.856691129462813
Sikkim,East,2025-01,61.310063339407805
Sikkim,East,2025-02,32.301834282615275
Sikkim,East,2025-03,18.302818749355637
Sikkim,East,2025-04,10.364880040614421
Sikkim,East,2025-05,14.108297362274966
Sikkim,East,2025-08,11.440696867092527
Sikkim,East,2025-09,16.65633250342699
Sikkim,East,2025-10,21.288382189517765
Sikkim,East,2025-11,11.797766315265019
Sikkim,East,2025-12,16.448706916869146
Sikkim,East,NaT,13.162063459358192
Sikkim,East Sikkim,2025-01,65.10845309531537
Sikkim,East Sikkim,2025-02,28.16945611213826
Sikkim,East Sikkim,2025-03,28.002261099853964
Sikkim,East Sikkim,2025-04,13.749497812818289
Sikkim,East Sikkim,2025-05,14.443450165724007
Sikkim,East Sikkim,2025-06,19.50003617500515
Sikkim,East Sikkim,2025-08,9.214756186882356
Sikkim,East Sikkim,2025-09,22.150795934894408
Sikkim,East Sikkim,2025-10,25.370014826305773
Sikkim,East Sikkim,2025-11,16.167846742032918
Sikkim,East Sikkim,2025-12,19.3349284190087
Sikkim,East Sikkim,NaT,14.863438118499934
Sikkim,Mangan,NaT,7.737740199384451
Sikkim,Namchi,2025-02,4.299748484391061
Sikkim,Namchi,2025-03,3.247201027226498
Sikkim,Namchi,2025-05,3.6133854229165343
Sikkim,Namchi,2025-09,3.506041560226295
Sikkim,Namchi,2025-11,5.5050278933893315
Sikkim,Namchi,NaT,20.749861418279572
Sikkim,North,2025-01,44.90373849989485
Sikkim,North,2025-02,12.396729973225415
Sikkim,North,2025-08,11.838674205942075
Sikkim,North,2025-09,24.103063569918078
Sikkim,North,NaT,16.861621860242916
Sikkim,North Sikkim,2025-01,55.26336424808488
Sikkim,North Sikkim,2025-02,21.77484270059824
Sikkim,North Sikkim,2025-03,24.154469178302787
Sikkim,North Sikkim,2025-10,20.233191542629516
Sikkim,North Sikkim,2025-11,15.53956342469588
Sikkim,North Sikkim,2025-12,20.20618005346852
Sikkim,North Sikkim,NaT,11.626979291101382
Sikkim,South,2025-01,67.97874491282916
Sikkim,South,2025-02,17.02975231957816
Sikkim,South,2025-03,29.636545130716254
Sikkim,South,2025-04,16.33477248524179
Sikkim,South,2025-05,17.427814696660256
Sikkim,South,2025-06,6.092838710710232
Sikkim,South,2025-08,14.832033585582398
Sikkim,South,2025-09,18.559557327890296
Sikkim,South,2025-10,13.407745941928923
Sikkim,South,2025-11,16.918889858497682
Sikkim,South,2025-12,12.319665986774675
Sikkim,South,NaT,12.677156025066227
Sikkim,South Sikkim,2025-01,66.27476152862961
Sikkim,South Sikkim,2025-02,25.623622273419603
Sikkim,South Sikkim,2025-03,20.76826545986549
Sikkim,South Sikkim,2025-04,7.867251866300197
Sikkim,South Sikkim,2025-05,25.445619692207092
Sikkim,South Sikkim,2025-08,8.547372082458036
Sikkim,South Sikkim,2025-09,25.74996141400739
Sikkim,South Sikkim,2025-10,10.921403284726171
Sikkim,South Sikkim,2025-11,14.933714747884936
Sikkim,South Sikkim,2025-12,17.49524428114512
Sikkim,South Sikkim,NaT,13.557752635471429
Sikkim,West,2025-01,69.1190587808248
Sikkim,West,2025-02,25.803687234253186
Sikkim,West,2025-03,17.636533490534305
Sikkim,West,2025-04,12.509411878051598
Sikkim,West,2025-05,6.9194015958876385
Sikkim,West,2025-06,7.071104574858401
Sikkim,West,2025-08,8.839854813210842
Sikkim,West,2025-09,11.003192161774345
Sikkim,West,2025-10,30.838599137961733
Sikkim,West,2025-11,13.73925686778694
Sikkim,West,2025-12,30.664125204923568
Sikkim,West,NaT,9.988695335486153
Sikkim,West Sikkim,2025-01,64.42602720523736
Sikkim,West Sikkim,2025-02,21.067237692060843
Sikkim,West Sikkim,2025-03,37.93979751134661
Sikkim,West Sikkim,2025-04,24.046673183438983
Sikkim,West Sikkim,2025-05,12.984825844804668
Sikkim,West Sikkim,2025-06,10.717921590079595
Sikkim,West Sikkim,2025-08,13.62375144583559
Sikkim,West Sikkim,2025-09,17.50008650193688
Sikkim,West Sikkim,2025-10,12.222204764571154
Sikkim,West Sikkim,2025-12,14.214496687313977
Sikkim,West Sikkim,NaT,12.033110240362358
Tamil Nadu,Ariyalur,2025-01,74.12004723728657
Tamil Nadu,Ariyalur,2025-02,32.307673782173914
Tamil Nadu,Ariyalur,2025-03,28.556485243851544
Tamil Nadu,Ariyalur,2025-04,14.94200278159698
Tamil Nadu,Ariyalur,2025-05,10.223393403710382
Tamil Nadu,Ariyalur,2025-06,21.86227179788609
Tamil Nadu,Ariyalur,2025-07,5.700348321394052
Tamil Nadu,Ariyalur,2025-08,20.637199843056198
Tamil Nadu,Ariyalur,2025-09,23.89488796810825
Tamil Nadu,Ariyalur,2025-10,21.327304028377164
Tamil Nadu,Ariyalur,2025-11,19.63614421242351
Tamil Nadu,Ariyalur,2025-12,20.300883337467347
Tamil Nadu,Ariyalur,NaT,17.411124443503272
Tamil Nadu,Chengalpattu,2025-01,51.34347961860343
Tamil Nadu,Chengalpattu,2025-02,12.401162966187025
Tamil Nadu,Chengalpattu,2025-03,11.322713764696061
Tamil Nadu,Chengalpattu,2025-04,11.584132576333724
Tamil Nadu,Chengalpattu,2025-05,3.6531596261574077
Tamil Nadu,Chengalpattu,2025-06,17.050582063536037
Tamil Nadu,Chengalpattu,2025-07,4.258973800915777
Tamil Nadu,Chengalpattu,2025-08,9.113563755996761
Tamil Nadu,Chengalpattu,2025-09,11.402920568601212
Tamil Nadu,Chengalpattu,2025-10,8.12396325191487
Tamil Nadu,Chengalpattu,2025-11,7.402230643472575
Tamil Nadu,Chengalpattu,2025-12,8.22684080067666
Tamil Nadu,Chengalpattu,NaT,19.386872191474403
Tamil Nadu,Chennai,2025-01,67.77969158351509
Tamil Nadu,Chennai,2025-02,24.97057085575837
Tamil Nadu,Chennai,2025-03,22.831369076902966
Tamil Nadu,Chennai,2025-04,15.222633530187892
Tamil Nadu,Chennai,2025-05,8.312378222898326
Tamil Nadu,Chennai,2025-06,20.76083281989856
Tamil Nadu,Chennai,2025-07,8.9448556649359
Tamil Nadu,Chennai,2025-08,19.62650049432061
Tamil Nadu,Chennai,2025-09,20.894013351793447
Tamil Nadu,Chennai,2025-10,17.635005409854244
Tamil Nadu,Chennai,2025-11,15.825635395715492
Tamil Nadu,Chennai,2025-12,15.116498894875736
