state,district,period,biometric_update_count
Tamil Nadu,Kallakurichi,2025-03,29
Tamil Nadu,Kallakurichi,2025-04,11
Tamil Nadu,Kallakurichi,2025-05,1
Tamil Nadu,Kallakurichi,2025-06,16
Tamil Nadu,Kallakurichi,2025-07,3
Tamil Nadu,Kallakurichi,2025-08,33
Tamil Nadu,Kallakurichi,2025-09,22
Tamil Nadu,Kallakurichi,2025-10,25
Tamil Nadu,Kallakurichi,2025-11,16
Tamil Nadu,Kallakurichi,2025-12,21
Tamil Nadu,Kallakurichi,NaT,120
Tamil Nadu,Kancheepuram,2025-01,132990
Tamil Nadu,Kancheepuram,2025-02,791
Tamil Nadu,Kancheepuram,2025-03,770
Tamil Nadu,Kancheepuram,2025-04,526
Tamil Nadu,Kancheepuram,2025-05,44
Tamil Nadu,Kancheepuram,2025-06,1200
Tamil Nadu,Kancheepuram,2025-07,51
Tamil Nadu,Kancheepuram,2025-08,1005
Tamil Nadu,Kancheepuram,2025-09,1090
Tamil Nadu,Kancheepuram,2025-10,1057
Tamil Nadu,Kancheepuram,2025-11,1049
Tamil Nadu,Kancheepuram,2025-12,1169
Tamil Nadu,Kancheepuram,NaT,5876
Tamil Nadu,Kanniyakumari,2025-01,39113
Tamil Nadu,Kanniyakumari,2025-02,433
Tamil Nadu,Kanniyakumari,2025-03,252
Tamil Nadu,Kanniyakumari,2025-04,199
Tamil Nadu,Kanniyakumari,2025-05,3
Tamil Nadu,Kanniyakumari,2025-06,336
Tamil Nadu,Kanniyakumari,2025-07,5
Tamil Nadu,Kanniyakumari,2025-08,479
Tamil Nadu,Kanniyakumari,2025-09,545
Tamil Nadu,Kanniyakumari,2025-10,483
Tamil Nadu,Kanniyakumari,2025-11,401
Tamil Nadu,Kanniyakumari,2025-12,413
Tamil Nadu,Kanniyakumari,NaT,2202
Tamil Nadu,Kanyakumari,2025-01,13961
Tamil Nadu,Kanyakumari,2025-02,234
Tamil Nadu,Kanyakumari,2025-03,119
Tamil Nadu,Kanyakumari,2025-04,51
Tamil Nadu,Kanyakumari,2025-05,1
Tamil Nadu,Kanyakumari,2025-06,157
Tamil Nadu,Kanyakumari,2025-07,3
Tamil Nadu,Kanyakumari,2025-08,162
Tamil Nadu,Kanyakumari,2025-09,159
Tamil Nadu,Kanyakumari,2025-10,193
Tamil Nadu,Kanyakumari,2025-11,158
Tamil Nadu,Kanyakumari,2025-12,157
Tamil Nadu,Kanyakumari,NaT,996
Tamil Nadu,Karur,2025-01,34497
Tamil Nadu,Karur,2025-02,200
Tamil Nadu,Karur,2025-03,188
Tamil Nadu,Karur,2025-04,104
Tamil Nadu,Karur,2025-05,8
Tamil Nadu,Karur,2025-06,260
Tamil Nadu,Karur,2025-07,30
Tamil Nadu,Karur,2025-08,256
Tamil Nadu,Karur,2025-09,319
Tamil Nadu,Karur,2025-10,309
Tamil Nadu,Karur,2025-11,386
Tamil Nadu,Karur,2025-12,488
Tamil Nadu,Karur,NaT,2165
Tamil Nadu,Krishnagiri,2025-01,65630
Tamil Nadu,Krishnagiri,2025-02,430
Tamil Nadu,Krishnagiri,2025-03,439
Tamil Nadu,Krishnagiri,2025-04,272
Tamil Nadu,Krishnagiri,2025-05,47
Tamil Nadu,Krishnagiri,2025-06,400
Tamil Nadu,Krishnagiri,2025-07,30
Tamil Nadu,Krishnagiri,2025-08,508
Tamil Nadu,Krishnagiri,2025-09,487
Tamil Nadu,Krishnagiri,2025-10,498
Tamil Nadu,Krishnagiri,2025-11,520
Tamil Nadu,Krishnagiri,2025-12,509
Tamil Nadu,Krishnagiri,NaT,2678
Tamil Nadu,Madurai,2025-01,129205
Tamil Nadu,Madurai,2025-02,952
Tamil Nadu,Madurai,2025-03,672
Tamil Nadu,Madurai,2025-04,437
Tamil Nadu,Madurai,2025-05,114
Tamil Nadu,Madurai,2025-06,747
Tamil Nadu,Madurai,2025-07,177
Tamil Nadu,Madurai,2025-08,902
Tamil Nadu,Madurai,2025-09,921
Tamil Nadu,Madurai,2025-10,916
Tamil Nadu,Madurai,2025-11,840
Tamil Nadu,Madurai,2025-12,879
Tamil Nadu,Madurai,NaT,5159
Tamil Nadu,Mayiladuthurai,2025-01,1616
Tamil Nadu,Mayiladuthurai,2025-02,30
Tamil Nadu,Mayiladuthurai,2025-03,32
Tamil Nadu,Mayiladuthurai,2025-04,11
Tamil Nadu,Mayiladuthurai,2025-06,30
Tamil Nadu,Mayiladuthurai,2025-07,2
Tamil Nadu,Mayiladuthurai,2025-08,26
Tamil Nadu,Mayiladuthurai,2025-09,15
Tamil Nadu,Mayiladuthurai,2025-10,45
Tamil Nadu,Mayiladuthurai,2025-11,40
Tamil Nadu,Mayiladuthurai,2025-12,19
Tamil Nadu,Mayiladuthurai,NaT,112
Tamil Nadu,Nagapattinam,2025-01,45782
Tamil Nadu,Nagapattinam,2025-02,305
Tamil Nadu,Nagapattinam,2025-03,244
Tamil Nadu,Nagapattinam,2025-04,163
Tamil Nadu,Nagapattinam,2025-05,8
Tamil Nadu,Nagapattinam,2025-06,240
Tamil Nadu,Nagapattinam,2025-07,27
Tamil Nadu,Nagapattinam,2025-08,274
Tamil Nadu,Nagapattinam,2025-09,361
Tamil Nadu,Nagapattinam,2025-10,356
Tamil Nadu,Nagapattinam,2025-11,358
Tamil Nadu,Nagapattinam,2025-12,315
Tamil Nadu,Nagapattinam,NaT,1883
Tamil Nadu,Namakkal,2025-01,70818
Tamil Nadu,Namakkal,2025-02,379
Tamil Nadu,Namakkal,2025-03,267
Tamil Nadu,Namakkal,2025-04,212
Tamil Nadu,Namakkal,2025-05,9
Tamil Nadu,Namakkal,2025-06,415
Tamil Nadu,Namakkal,2025-07,16
Tamil Nadu,Namakkal,2025-08,510
Tamil Nadu,Namakkal,2025-09,463
Tamil Nadu,Namakkal,2025-10,518
Tamil Nadu,Namakkal,2025-11,578
Tamil Nadu,Namakkal,2025-12,616
Tamil Nadu,Namakkal,NaT,3542
Tamil Nadu,Perambalur,2025-01,34193
Tamil Nadu,Perambalur,2025-02,234
Tamil Nadu,Perambalur,2025-03,204
Tamil Nadu,Perambalur,2025-04,63
Tamil Nadu,Perambalur,2025-05,18
Tamil Nadu,Perambalur,2025-06,237
Tamil Nadu,Perambalur,2025-07,28
Tamil Nadu,Perambalur,2025-08,257
Tamil Nadu,Perambalur,2025-09,229
Tamil Nadu,Perambalur,2025-10,311
Tamil Nadu,Perambalur,2025-11,262
Tamil Nadu,Perambalur,2025-12,308
Tamil Nadu,Perambalur,NaT,1612
Tamil Nadu,Pudukkottai,2025-01,74296
Tamil Nadu,Pudukkottai,2025-02,535
Tamil Nadu,Pudukkottai,2025-03,383
Tamil Nadu,Pudukkottai,2025-04,136
Tamil Nadu,Pudukkottai,2025-05,6
Tamil Nadu,Pudukkottai,2025-06,417
Tamil Nadu,Pudukkottai,2025-07,7
Tamil Nadu,Pudukkottai,2025-08,734
Tamil Nadu,Pudukkottai,2025-09,521
Tamil Nadu,Pudukkottai,2025-10,582
Tamil Nadu,Pudukkottai,2025-11,593
Tamil Nadu,Pudukkottai,2025-12,580
Tamil Nadu,Pudukkottai,NaT,3017
Tamil Nadu,Ramanathapuram,2025-01,61188
Tamil Nadu,Ramanathapuram,2025-02,450
Tamil Nadu,Ramanathapuram,2025-03,344
Tamil Nadu,Ramanathapuram,2025-04,143
Tamil Nadu,Ramanathapuram,2025-05,7
Tamil Nadu,Ramanathapuram,2025-06,324
Tamil Nadu,Ramanathapuram,2025-07,13
Tamil Nadu,Ramanathapuram,2025-08,515
Tamil Nadu,Ramanathapuram,2025-09,413
Tamil Nadu,Ramanathapuram,2025-10,454
Tamil Nadu,Ramanathapuram,2025-11,323
Tamil Nadu,Ramanathapuram,2025-12,325
Tamil Nadu,Ramanathapuram,NaT,2111
Tamil Nadu,Ranipet,2025-01,138
Tamil Nadu,Ranipet,2025-02,1
Tamil Nadu,Ranipet,2025-03,2
Tamil Nadu,Ranipet,2025-04,4
Tamil Nadu,Ranipet,2025-05,1
Tamil Nadu,Ranipet,2025-06,5
Tamil Nadu,Ranipet,2025-08,1
Tamil Nadu,Ranipet,2025-09,4
Tamil Nadu,Ranipet,2025-10,4
Tamil Nadu,Ranipet,2025-12,5
Tamil Nadu,Ranipet,NaT,33
Tamil Nadu,Salem,2025-01,150909
Tamil Nadu,Salem,2025-02,670
Tamil Nadu,Salem,2025-03,711
Tamil Nadu,Salem,2025-04,432
Tamil Nadu,Salem,2025-05,102
Tamil Nadu,Salem,2025-06,956
Tamil Nadu,Salem,2025-07,30
Tamil Nadu,Salem,2025-08,1282
Tamil Nadu,Salem,2025-09,1120
Tamil Nadu,Salem,2025-10,1044
Tamil Nadu,Salem,2025-11,919
Tamil Nadu,Salem,2025-12,944
Tamil Nadu,Salem,NaT,6019
Tamil Nadu,Sivaganga,2025-01,53486
Tamil Nadu,Sivaganga,2025-02,419
Tamil Nadu,Sivaganga,2025-03,469
Tamil Nadu,Sivaganga,2025-04,160
Tamil Nadu,Sivaganga,2025-05,8
Tamil Nadu,Sivaganga,2025-06,354
Tamil Nadu,Sivaganga,2025-07,11
Tamil Nadu,Sivaganga,2025-08,632
Tamil Nadu,Sivaganga,2025-09,488
Tamil Nadu,Sivaganga,2025-10,491
Tamil Nadu,Sivaganga,2025-11,396
Tamil Nadu,Sivaganga,2025-12,387
Tamil Nadu,Sivaganga,NaT,2176
Tamil Nadu,Tenkasi,2025-01,3406
Tamil Nadu,Tenkasi,2025-02,25
Tamil Nadu,Tenkasi,2025-03,38
Tamil Nadu,Tenkasi,2025-04,37
Tamil Nadu,Tenkasi,2025-06,45
Tamil Nadu,Tenkasi,2025-07,3
Tamil Nadu,Tenkasi,2025-08,93
Tamil Nadu,Tenkasi,2025-09,72
Tamil Nadu,Tenkasi,2025-10,77
Tamil Nadu,Tenkasi,2025-11,71
Tamil Nadu,Tenkasi,2025-12,54
Tamil Nadu,Tenkasi,NaT,334
Tamil Nadu,Thanjavur,2025-01,102695
Tamil Nadu,Thanjavur,2025-02,430
Tamil Nadu,Thanjavur,2025-03,451
Tamil Nadu,Thanjavur,2025-04,268
Tamil Nadu,Thanjavur,2025-05,22
Tamil Nadu,Thanjavur,2025-06,416
Tamil Nadu,Thanjavur,2025-07,78
Tamil Nadu,Thanjavur,2025-08,882
Tamil Nadu,Thanjavur,2025-09,654
Tamil Nadu,Thanjavur,2025-10,703
Tamil Nadu,Thanjavur,2025-11,637
Tamil Nadu,Thanjavur,2025-12,687
Tamil Nadu,Thanjavur,NaT,3944
Tamil Nadu,The Nilgiris,2025-01,25913
Tamil Nadu,The Nilgiris,2025-02,186
Tamil Nadu,The Nilgiris,2025-03,125
Tamil Nadu,The Nilgiris,2025-04,116
Tamil Nadu,The Nilgiris,2025-05,1
Tamil Nadu,The Nilgiris,2025-06,95
Tamil Nadu,The Nilgiris,2025-07,11
Tamil Nadu,The Nilgiris,2025-08,190
Tamil Nadu,The Nilgiris,2025-09,184
Tamil Nadu,The Nilgiris,2025-10,160
Tamil Nadu,The Nilgiris,2025-11,150
Tamil Nadu,The Nilgiris,2025-12,203
Tamil Nadu,The Nilgiris,NaT,885
Tamil Nadu,Theni,2025-01,55205
Tamil Nadu,Theni,2025-02,263
Tamil Nadu,Theni,2025-03,266
Tamil Nadu,Theni,2025-04,131
Tamil Nadu,Theni,2025-05,14
Tamil Nadu,Theni,2025-06,254
Tamil Nadu,Theni,2025-07,3
Tamil Nadu,Theni,2025-08,481
Tamil Nadu,Theni,2025-09,410
Tamil Nadu,Theni,2025-10,331
Tamil Nadu,Theni,2025-11,339
Tamil Nadu,Theni,2025-12,327
Tamil Nadu,Theni,NaT,1991
Tamil Nadu,Thiruvallur,2025-01,1104
Tamil Nadu,Thiruvallur,2025-02,16
Tamil Nadu,Thiruvallur,2025-03,22
Tamil Nadu,Thiruvallur,2025-04,15
Tamil Nadu,Thiruvallur,2025-05,1
Tamil Nadu,Thiruvallur,2025-06,17
Tamil Nadu,Thiruvallur,2025-07,2
Tamil Nadu,Thiruvallur,2025-08,18
Tamil Nadu,Thiruvallur,2025-09,31
Tamil Nadu,Thiruvallur,2025-10,14
Tamil Nadu,Thiruvallur,2025-11,32
Tamil Nadu,Thiruvallur,2025-12,24
Tamil Nadu,Thiruvallur,NaT,142
Tamil Nadu,Thiruvarur,2025-01,37772
Tamil Nadu,Thiruvarur,2025-02,265
Tamil Nadu,Thiruvarur,2025-03,241
Tamil Nadu,Thiruvarur,2025-04,144
Tamil Nadu,Thiruvarur,2025-05,5
Tamil Nadu,Thiruvarur,2025-06,222
Tamil Nadu,Thiruvarur,2025-07,13
Tamil Nadu,Thiruvarur,2025-08,376
Tamil Nadu,Thiruvarur,2025-09,304
Tamil Nadu,Thiruvarur,2025-10,345
Tamil Nadu,Thiruvarur,2025-11,260
Tamil Nadu,Thiruvarur,2025-12,297
Tamil Nadu,Thiruvarur,NaT,1568
Tamil Nadu,Thoothukkudi,2025-01,80145
Tamil Nadu,Thoothukkudi,2025-02,272
Tamil Nadu,Thoothukkudi,2025-03,309
Tamil Nadu,Thoothukkudi,2025-04,225
Tamil Nadu,Thoothukkudi,2025-05,3
Tamil Nadu,Thoothukkudi,2025-06,344
Tamil Nadu,Thoothukkudi,2025-07,6
Tamil Nadu,Thoothukkudi,2025-08,453
Tamil Nadu,Thoothukkudi,2025-09,529
Tamil Nadu,Thoothukkudi,2025-10,503
Tamil Nadu,Thoothukkudi,2025-11,422
Tamil Nadu,Thoothukkudi,2025-12,420
Tamil Nadu,Thoothukkudi,NaT,2627
Tamil Nadu,Tiruchirappalli,2025-01,118033
Tamil Nadu,Tiruchirappalli,2025-02,742
Tamil Nadu,Tiruchirappalli,2025-03,472
Tamil Nadu,Tiruchirappalli,2025-04,463
Tamil Nadu,Tiruchirappalli,2025-05,31
Tamil Nadu,Tiruchirappalli,2025-06,711
Tamil Nadu,Tiruchirappalli,2025-07,75
Tamil Nadu,Tiruchirappalli,2025-08,869
Tamil Nadu,Tiruchirappalli,2025-09,974
Tamil Nadu,Tiruchirappalli,2025-10,864
Tamil Nadu,Tiruchirappalli,2025-11,838
Tamil Nadu,Tiruchirappalli,2025-12,817
Tamil Nadu,Tiruchirappalli,NaT,4405
Tamil Nadu,Tirunelveli,2025-01,118521
Tamil Nadu,Tirunelveli,2025-02,1024
Tamil Nadu,Tirunelveli,2025-03,765
Tamil Nadu,Tirunelveli,2025-04,676
Tamil Nadu,Tirunelveli,2025-05,5
Tamil Nadu,Tirunelveli,2025-06,782
Tamil Nadu,Tirunelveli,2025-07,17
Tamil Nadu,Tirunelveli,2025-08,1191
Tamil Nadu,Tirunelveli,2025-09,1077
Tamil Nadu,Tirunelveli,2025-10,966
Tamil Nadu,Tirunelveli,2025-11,947
Tamil Nadu,Tirunelveli,2025-12,897
Tamil Nadu,Tirunelveli,NaT,5741
Tamil Nadu,Tirupathur,2025-01,1
Tamil Nadu,Tirupathur,2025-02,1
Tamil Nadu,Tirupathur,2025-03,1
Tamil Nadu,Tirupathur,2025-04,1
Tamil Nadu,Tirupathur,NaT,2
Tamil Nadu,Tirupattur,2025-01,5998
Tamil Nadu,Tirupattur,2025-02,37
Tamil Nadu,Tirupattur,2025-03,35
Tamil Nadu,Tirupattur,2025-04,13
Tamil Nadu,Tirupattur,2025-05,2
Tamil Nadu,Tirupattur,2025-06,28
Tamil Nadu,Tirupattur,2025-07,1
Tamil Nadu,Tirupattur,2025-08,33
Tamil Nadu,Tirupattur,2025-09,40
Tamil Nadu,Tirupattur,2025-10,39
Tamil Nadu,Tirupattur,2025-11,36
Tamil Nadu,Tirupattur,2025-12,47
Tamil Nadu,Tirupattur,NaT,164
Tamil Nadu,Tiruppur,2025-01,86600
Tamil Nadu,Tiruppur,2025-02,693
Tamil Nadu,Tiruppur,2025-03,439
Tamil Nadu,Tiruppur,2025-04,405
Tamil Nadu,Tiruppur,2025-05,32
Tamil Nadu,Tiruppur,2025-06,551
Tamil Nadu,Tiruppur,2025-07,7
Tamil Nadu,Tiruppur,2025-08,634
Tamil Nadu,Tiruppur,2025-09,684
Tamil Nadu,Tiruppur,2025-10,603
Tamil Nadu,Tiruppur,2025-11,674
Tamil Nadu,Tiruppur,2025-12,765
Tamil Nadu,Tiruppur,NaT,3733
Tamil Nadu,Tiruvallur,2025-01,136970
Tamil Nadu,Tiruvallur,2025-02,920
Tamil Nadu,Tiruvallur,2025-03,751
Tamil Nadu,Tiruvallur,2025-04,534
Tamil Nadu,Tiruvallur,2025-05,152
Tamil Nadu,Tiruvallur,2025-06,1035
Tamil Nadu,Tiruvallur,2025-07,132
Tamil Nadu,Tiruvallur,2025-08,1001
Tamil Nadu,Tiruvallur,2025-09,1049
Tamil Nadu,Tiruvallur,2025-10,1112
Tamil Nadu,Tiruvallur,2025-11,1017
Tamil Nadu,Tiruvallur,2025-12,1102
Tamil Nadu,Tiruvallur,NaT,6288
Tamil Nadu,Tiruvannamalai,2025-01,88398
Tamil Nadu,Tiruvannamalai,2025-02,467
Tamil Nadu,Tiruvannamalai,2025-03,397
Tamil Nadu,Tiruvannamalai,2025-04,169
Tamil Nadu,Tiruvannamalai,2025-05,19
Tamil Nadu,Tiruvannamalai,2025-06,436
Tamil Nadu,Tiruvannamalai,2025-07,16
Tamil Nadu,Tiruvannamalai,2025-08,586
Tamil Nadu,Tiruvannamalai,2025-09,520
Tamil Nadu,Tiruvannamalai,2025-10,511
Tamil Nadu,Tiruvannamalai,2025-11,463
Tamil Nadu,Tiruvannamalai,2025-12,446
Tamil Nadu,Tiruvannamalai,NaT,2742
Tamil Nadu,Tuticorin,2025-03,1
Tamil Nadu,Tuticorin,NaT,1
Tamil Nadu,Vellore,2025-01,106341
Tamil Nadu,Vellore,2025-02,708
Tamil Nadu,Vellore,2025-03,495
Tamil Nadu,Vellore,2025-04,348
Tamil Nadu,Vellore,2025-05,25
Tamil Nadu,Vellore,2025-06,527
Tamil Nadu,Vellore,2025-07,9
Tamil Nadu,Vellore,2025-08,855
Tamil Nadu,Vellore,2025-09,809
Tamil Nadu,Vellore,2025-10,893
Tamil Nadu,Vellore,2025-11,752
Tamil Nadu,Vellore,2025-12,810
Tamil Nadu,Vellore,NaT,4497
Tamil Nadu,Villupuram,2025-01,67843
Tamil Nadu,Villupuram,2025-02,446
Tamil Nadu,Villupuram,2025-03,267
Tamil Nadu,Villupuram,2025-04,189
Tamil Nadu,Villupuram,2025-05,35
Tamil Nadu,Villupuram,2025-06,399
Tamil Nadu,Villupuram,2025-07,17
Tamil Nadu,Villupuram,2025-08,494
Tamil Nadu,Villupuram,2025-09,417
Tamil Nadu,Villupuram,2025-10,540
Tamil Nadu,Villupuram,2025-11,377
Tamil Nadu,Villupuram,2025-12,437
Tamil Nadu,Villupuram,NaT,2134
Tamil Nadu,Viluppuram,2025-01,47391
Tamil Nadu,Viluppuram,2025-02,323
Tamil Nadu,Viluppuram,2025-03,230
Tamil Nadu,Viluppuram,2025-04,123
Tamil Nadu,Viluppuram,2025-05,18
Tamil Nadu,Viluppuram,2025-06,265
Tamil Nadu,Viluppuram,2025-07,5
Tamil Nadu,Viluppuram,2025-08,399
Tamil Nadu,Viluppuram,2025-09,431
Tamil Nadu,Viluppuram,2025-10,477
Tamil Nadu,Viluppuram,2025-11,326
Tamil Nadu,Viluppuram,2025-12,348
Tamil Nadu,Viluppuram,NaT,1918
Tamil Nadu,Virudhunagar,2025-01,65010
Tamil Nadu,Virudhunagar,2025-02,520
Tamil Nadu,Virudhunagar,2025-03,326
Tamil Nadu,Virudhunagar,2025-04,223
Tamil Nadu,Virudhunagar,2025-05,14
Tamil Nadu,Virudhunagar,2025-06,418
Tamil Nadu,Virudhunagar,2025-07,14
Tamil Nadu,Virudhunagar,2025-08,481
Tamil Nadu,Virudhunagar,2025-09,427
Tamil Nadu,Virudhunagar,2025-10,540
Tamil Nadu,Virudhunagar,2025-11,414
Tamil Nadu,Virudhunagar,2025-12,430
Tamil Nadu,Virudhunagar,NaT,2294
Telangana,Adilabad,2025-01,39992
Telangana,Adilabad,2025-02,529
Telangana,Adilabad,2025-03,449
Telangana,Adilabad,2025-04,246
Telangana,Adilabad,2025-05,79
Telangana,Adilabad,2025-06,335
Telangana,Adilabad,2025-07,4
Telangana,Adilabad,2025-08,560
Telangana,Adilabad,2025-09,444
Telangana,Adilabad,2025-10,568
Telangana,Adilabad,2025-11,456
Telangana,Adilabad,2025-12,545
Telangana,Adilabad,NaT,2530
Telangana,Bhadradri Kothagudem,2025-01,9105
Telangana,Bhadradri Kothagudem,2025-02,141
Telangana,Bhadradri Kothagudem,2025-03,97
Telangana,Bhadradri Kothagudem,2025-04,60
Telangana,Bhadradri Kothagudem,2025-05,22
Telangana,Bhadradri Kothagudem,2025-06,106
Telangana,Bhadradri Kothagudem,2025-07,1
Telangana,Bhadradri Kothagudem,2025-08,209
Telangana,Bhadradri Kothagudem,2025-09,136
Telangana,Bhadradri Kothagudem,2025-10,284
Telangana,Bhadradri Kothagudem,2025-11,208
Telangana,Bhadradri Kothagudem,2025-12,232
Telangana,Bhadradri Kothagudem,NaT,974
Telangana,Hanumakonda,2025-01,5097
Telangana,Hanumakonda,2025-02,99
Telangana,Hanumakonda,2025-03,88
Telangana,Hanumakonda,2025-04,44
Telangana,Hanumakonda,2025-05,26
Telangana,Hanumakonda,2025-06,54
Telangana,Hanumakonda,2025-07,8
Telangana,Hanumakonda,2025-08,91
Telangana,Hanumakonda,2025-09,82
Telangana,Hanumakonda,2025-10,98
Telangana,Hanumakonda,2025-11,82
Telangana,Hanumakonda,2025-12,113
Telangana,Hanumakonda,NaT,501
Telangana,Hyderabad,2025-01,122208
Telangana,Hyderabad,2025-02,1221
Telangana,Hyderabad,2025-03,881
Telangana,Hyderabad,2025-04,854
Telangana,Hyderabad,2025-05,239
Telangana,Hyderabad,2025-06,451
Telangana,Hyderabad,2025-07,189
Telangana,Hyderabad,2025-08,1389
Telangana,Hyderabad,2025-09,1375
Telangana,Hyderabad,2025-10,1496
Telangana,Hyderabad,2025-11,1197
Telangana,Hyderabad,2025-12,1166
Telangana,Hyderabad,NaT,7716
Telangana,Jagitial,2025-01,5391
Telangana,Jagitial,2025-02,52
Telangana,Jagitial,2025-03,33
Telangana,Jagitial,2025-04,37
Telangana,Jagitial,2025-05,14
Telangana,Jagitial,2025-06,59
Telangana,Jagitial,2025-08,73
Telangana,Jagitial,2025-09,45
Telangana,Jagitial,2025-10,63
Telangana,Jagitial,2025-11,39
Telangana,Jagitial,2025-12,44
Telangana,Jagitial,NaT,292
Telangana,Jangaon,2025-01,5
Telangana,Jangaon,2025-02,2
Telangana,Jangaon,2025-03,2
Telangana,Jangaon,2025-04,1
Telangana,Jangaon,2025-05,1
Telangana,Jangaon,2025-06,5
Telangana,Jangaon,2025-08,3
Telangana,Jangaon,2025-09,6
Telangana,Jangaon,2025-10,7
Telangana,Jangaon,2025-11,5
Telangana,Jangaon,2025-12,7
Telangana,Jangaon,NaT,50
Telangana,Jangoan,2025-01,2568
Telangana,Jangoan,2025-02,54
Telangana,Jangoan,2025-03,82
Telangana,Jangoan,2025-04,33
Telangana,Jangoan,2025-05,24
Telangana,Jangoan,2025-06,58
Telangana,Jangoan,2025-07,4
Telangana,Jangoan,2025-08,65
Telangana,Jangoan,2025-09,90
Telangana,Jangoan,2025-10,86
Telangana,Jangoan,2025-11,102
Telangana,Jangoan,2025-12,103
Telangana,Jangoan,NaT,384
Telangana,Jayashankar Bhupalpally,2025-01,2326
Telangana,Jayashankar Bhupalpally,2025-02,46
Telangana,Jayashankar Bhupalpally,2025-03,36
Telangana,Jayashankar Bhupalpally,2025-04,7
Telangana,Jayashankar Bhupalpally,2025-05,3
Telangana,Jayashankar Bhupalpally,2025-06,35
Telangana,Jayashankar Bhupalpally,2025-07,7
Telangana,Jayashankar Bhupalpally,2025-08,29
Telangana,Jayashankar Bhupalpally,2025-09,35
Telangana,Jayashankar Bhupalpally,2025-10,46
Telangana,Jayashankar Bhupalpally,2025-11,24
Telangana,Jayashankar Bhupalpally,2025-12,38
Telangana,Jayashankar Bhupalpally,NaT,188
Telangana,Jogulamba Gadwal,2025-01,6301
Telangana,Jogulamba Gadwal,2025-02,59
Telangana,Jogulamba Gadwal,2025-03,48
Telangana,Jogulamba Gadwal,2025-04,24
Telangana,Jogulamba Gadwal,2025-05,23
Telangana,Jogulamba Gadwal,2025-06,57
Telangana,Jogulamba Gadwal,2025-08,66
Telangana,Jogulamba Gadwal,2025-09,53
Telangana,Jogulamba Gadwal,2025-10,103
Telangana,Jogulamba Gadwal,2025-11,42
Telangana,Jogulamba Gadwal,2025-12,56
Telangana,Jogulamba Gadwal,NaT,313
Telangana,K.V. Rangareddy,2025-01,139063
Telangana,K.V. Rangareddy,2025-02,1451
Telangana,K.V. Rangareddy,2025-03,1248
Telangana,K.V. Rangareddy,2025-04,946
Telangana,K.V. Rangareddy,2025-05,609
Telangana,K.V. Rangareddy,2025-06,951
Telangana,K.V. Rangareddy,2025-07,92
Telangana,K.V. Rangareddy,2025-08,1318
Telangana,K.V. Rangareddy,2025-09,1762
Telangana,K.V. Rangareddy,2025-10,1816
Telangana,K.V. Rangareddy,2025-11,1314
Telangana,K.V. Rangareddy,2025-12,1705
Telangana,K.V. Rangareddy,NaT,9033
Telangana,Kamareddy,2025-01,7096
Telangana,Kamareddy,2025-02,126
Telangana,Kamareddy,2025-03,71
Telangana,Kamareddy,2025-04,36
Telangana,Kamareddy,2025-05,10
Telangana,Kamareddy,2025-06,87
Telangana,Kamareddy,2025-07,1
Telangana,Kamareddy,2025-08,74
Telangana,Kamareddy,2025-09,133
Telangana,Kamareddy,2025-10,183
Telangana,Kamareddy,2025-11,112
Telangana,Kamareddy,2025-12,98
Telangana,Kamareddy,NaT,555
Telangana,Karimnagar,2025-01,77306
Telangana,Karimnagar,2025-02,842
Telangana,Karimnagar,2025-03,736
Telangana,Karimnagar,2025-04,366
Telangana,Karimnagar,2025-05,143
Telangana,Karimnagar,2025-06,635
Telangana,Karimnagar,2025-07,14
Telangana,Karimnagar,2025-08,690
Telangana,Karimnagar,2025-09,857
Telangana,Karimnagar,2025-10,1040
Telangana,Karimnagar,2025-11,984
Telangana,Karimnagar,2025-12,924
Telangana,Karimnagar,NaT,4383
Telangana,Khammam,2025-01,30288
Telangana,Khammam,2025-02,346
Telangana,Khammam,2025-03,278
Telangana,Khammam,2025-04,196
Telangana,Khammam,2025-05,49
Telangana,Khammam,2025-06,324
Telangana,Khammam,2025-07,16
Telangana,Khammam,2025-08,263
Telangana,Khammam,2025-09,356
Telangana,Khammam,2025-10,548
Telangana,Khammam,2025-11,481
Telangana,Khammam,2025-12,589
Telangana,Khammam,NaT,2912
Telangana,Komaram Bheem,2025-01,4751
Telangana,Komaram Bheem,2025-02,90
Telangana,Komaram Bheem,2025-03,59
Telangana,Komaram Bheem,2025-04,20
Telangana,Komaram Bheem,2025-05,11
Telangana,Komaram Bheem,2025-06,50
Telangana,Komaram Bheem,2025-08,50
Telangana,Komaram Bheem,2025-09,49
Telangana,Komaram Bheem,2025-10,113
Telangana,Komaram Bheem,2025-11,70
Telangana,Komaram Bheem,2025-12,79
Telangana,Komaram Bheem,NaT,303
Telangana,Mahabubabad,2025-01,4829
Telangana,Mahabubabad,2025-02,58
Telangana,Mahabubabad,2025-03,93
Telangana,Mahabubabad,2025-04,52
Telangana,Mahabubabad,2025-05,14
Telangana,Mahabubabad,2025-06,56
Telangana,Mahabubabad,2025-07,4
Telangana,Mahabubabad,2025-08,56
Telangana,Mahabubabad,2025-09,63
Telangana,Mahabubabad,2025-10,96
Telangana,Mahabubabad,2025-11,96
Telangana,Mahabubabad,2025-12,92
Telangana,Mahabubabad,NaT,508
Telangana,Mahabubnagar,2025-01,111679
