state,district,period,demographic_update_count
Sikkim,South,2025-04,12
Sikkim,South,2025-05,12
Sikkim,South,2025-06,25
Sikkim,South,2025-07,3
Sikkim,South,2025-08,21
Sikkim,South,2025-09,19
Sikkim,South,2025-10,19
Sikkim,South,2025-11,13
Sikkim,South,2025-12,54
Sikkim,South,NaT,253
Sikkim,South Sikkim,2025-01,24
Sikkim,South Sikkim,2025-02,8
Sikkim,South Sikkim,2025-03,23
Sikkim,South Sikkim,2025-04,6
Sikkim,South Sikkim,2025-05,3
Sikkim,South Sikkim,2025-06,13
Sikkim,South Sikkim,2025-07,1
Sikkim,South Sikkim,2025-08,15
Sikkim,South Sikkim,2025-09,3
Sikkim,South Sikkim,2025-10,18
Sikkim,South Sikkim,2025-11,15
Sikkim,South Sikkim,2025-12,20
Sikkim,South Sikkim,NaT,91
Sikkim,West,2025-01,41
Sikkim,West,2025-02,24
Sikkim,West,2025-03,57
Sikkim,West,2025-04,11
Sikkim,West,2025-05,76
Sikkim,West,2025-06,8
Sikkim,West,2025-07,10
Sikkim,West,2025-08,70
Sikkim,West,2025-09,43
Sikkim,West,2025-11,16
Sikkim,West,NaT,225
Sikkim,West Sikkim,2025-01,455
Sikkim,West Sikkim,2025-02,28
Sikkim,West Sikkim,2025-04,4
Sikkim,West Sikkim,2025-05,16
Sikkim,West Sikkim,2025-06,9
Sikkim,West Sikkim,2025-07,6
Sikkim,West Sikkim,2025-08,20
Sikkim,West Sikkim,2025-09,15
Sikkim,West Sikkim,2025-10,21
Sikkim,West Sikkim,2025-11,24
Sikkim,West Sikkim,2025-12,38
Sikkim,West Sikkim,NaT,112
Tamil Nadu,Ariyalur,2025-01,1853
Tamil Nadu,Ariyalur,2025-02,148
Tamil Nadu,Ariyalur,2025-03,196
Tamil Nadu,Ariyalur,2025-04,132
Tamil Nadu,Ariyalur,2025-05,37
Tamil Nadu,Ariyalur,2025-06,61
Tamil Nadu,Ariyalur,2025-07,78
Tamil Nadu,Ariyalur,2025-08,208
Tamil Nadu,Ariyalur,2025-09,106
Tamil Nadu,Ariyalur,2025-10,136
Tamil Nadu,Ariyalur,2025-11,205
Tamil Nadu,Ariyalur,2025-12,244
Tamil Nadu,Ariyalur,NaT,2179
Tamil Nadu,Chengalpattu,2025-01,718
Tamil Nadu,Chengalpattu,2025-02,196
Tamil Nadu,Chengalpattu,2025-03,255
Tamil Nadu,Chengalpattu,2025-04,81
Tamil Nadu,Chengalpattu,2025-05,59
Tamil Nadu,Chengalpattu,2025-06,56
Tamil Nadu,Chengalpattu,2025-07,175
Tamil Nadu,Chengalpattu,2025-08,176
Tamil Nadu,Chengalpattu,2025-09,76
Tamil Nadu,Chengalpattu,2025-10,227
Tamil Nadu,Chengalpattu,2025-11,242
Tamil Nadu,Chengalpattu,2025-12,219
Tamil Nadu,Chengalpattu,NaT,2089
Tamil Nadu,Chennai,2025-01,15786
Tamil Nadu,Chennai,2025-02,1318
Tamil Nadu,Chennai,2025-03,1454
Tamil Nadu,Chennai,2025-04,1018
Tamil Nadu,Chennai,2025-05,409
Tamil Nadu,Chennai,2025-06,595
Tamil Nadu,Chennai,2025-07,700
Tamil Nadu,Chennai,2025-08,771
Tamil Nadu,Chennai,2025-09,817
Tamil Nadu,Chennai,2025-10,1172
Tamil Nadu,Chennai,2025-11,1593
Tamil Nadu,Chennai,2025-12,1763
Tamil Nadu,Chennai,NaT,14748
Tamil Nadu,Coimbatore,2025-01,10573
Tamil Nadu,Coimbatore,2025-02,1023
Tamil Nadu,Coimbatore,2025-03,851
Tamil Nadu,Coimbatore,2025-04,936
Tamil Nadu,Coimbatore,2025-05,290
Tamil Nadu,Coimbatore,2025-06,588
Tamil Nadu,Coimbatore,2025-07,543
Tamil Nadu,Coimbatore,2025-08,1178
Tamil Nadu,Coimbatore,2025-09,650
Tamil Nadu,Coimbatore,2025-10,699
Tamil Nadu,Coimbatore,2025-11,1004
Tamil Nadu,Coimbatore,2025-12,1079
Tamil Nadu,Coimbatore,NaT,11105
Tamil Nadu,Cuddalore,2025-01,10907
Tamil Nadu,Cuddalore,2025-02,464
Tamil Nadu,Cuddalore,2025-03,854
Tamil Nadu,Cuddalore,2025-04,829
Tamil Nadu,Cuddalore,2025-05,184
Tamil Nadu,Cuddalore,2025-06,407
Tamil Nadu,Cuddalore,2025-07,471
Tamil Nadu,Cuddalore,2025-08,777
Tamil Nadu,Cuddalore,2025-09,471
Tamil Nadu,Cuddalore,2025-10,629
Tamil Nadu,Cuddalore,2025-11,709
Tamil Nadu,Cuddalore,2025-12,1001
Tamil Nadu,Cuddalore,NaT,8022
Tamil Nadu,Dharmapuri,2025-01,5004
Tamil Nadu,Dharmapuri,2025-02,252
Tamil Nadu,Dharmapuri,2025-03,263
Tamil Nadu,Dharmapuri,2025-04,397
Tamil Nadu,Dharmapuri,2025-05,100
Tamil Nadu,Dharmapuri,2025-06,324
Tamil Nadu,Dharmapuri,2025-07,115
Tamil Nadu,Dharmapuri,2025-08,347
Tamil Nadu,Dharmapuri,2025-09,254
Tamil Nadu,Dharmapuri,2025-10,431
Tamil Nadu,Dharmapuri,2025-11,292
Tamil Nadu,Dharmapuri,2025-12,319
Tamil Nadu,Dharmapuri,NaT,4137
Tamil Nadu,Dindigul,2025-01,8289
Tamil Nadu,Dindigul,2025-02,465
Tamil Nadu,Dindigul,2025-03,422
Tamil Nadu,Dindigul,2025-04,389
Tamil Nadu,Dindigul,2025-05,187
Tamil Nadu,Dindigul,2025-06,342
Tamil Nadu,Dindigul,2025-07,235
Tamil Nadu,Dindigul,2025-08,705
Tamil Nadu,Dindigul,2025-09,324
Tamil Nadu,Dindigul,2025-10,304
Tamil Nadu,Dindigul,2025-11,527
Tamil Nadu,Dindigul,2025-12,461
Tamil Nadu,Dindigul,NaT,5475
Tamil Nadu,Erode,2025-01,7688
Tamil Nadu,Erode,2025-02,577
Tamil Nadu,Erode,2025-03,850
Tamil Nadu,Erode,2025-04,483
Tamil Nadu,Erode,2025-05,194
Tamil Nadu,Erode,2025-06,421
Tamil Nadu,Erode,2025-07,323
Tamil Nadu,Erode,2025-08,484
Tamil Nadu,Erode,2025-09,324
Tamil Nadu,Erode,2025-10,311
Tamil Nadu,Erode,2025-11,706
Tamil Nadu,Erode,2025-12,616
Tamil Nadu,Erode,NaT,6183
Tamil Nadu,Kallakurichi,2025-01,1250
Tamil Nadu,Kallakurichi,2025-02,104
Tamil Nadu,Kallakurichi,2025-03,118
Tamil Nadu,Kallakurichi,2025-04,45
Tamil Nadu,Kallakurichi,2025-05,29
Tamil Nadu,Kallakurichi,2025-06,82
Tamil Nadu,Kallakurichi,2025-07,33
Tamil Nadu,Kallakurichi,2025-08,80
Tamil Nadu,Kallakurichi,2025-09,54
Tamil Nadu,Kallakurichi,2025-10,45
Tamil Nadu,Kallakurichi,2025-11,95
Tamil Nadu,Kallakurichi,2025-12,51
Tamil Nadu,Kallakurichi,NaT,1063
Tamil Nadu,Kancheepuram,2025-01,19421
Tamil Nadu,Kancheepuram,2025-02,1011
Tamil Nadu,Kancheepuram,2025-03,1535
Tamil Nadu,Kancheepuram,2025-04,816
Tamil Nadu,Kancheepuram,2025-05,403
Tamil Nadu,Kancheepuram,2025-06,1052
Tamil Nadu,Kancheepuram,2025-07,292
Tamil Nadu,Kancheepuram,2025-08,1765
Tamil Nadu,Kancheepuram,2025-09,574
Tamil Nadu,Kancheepuram,2025-10,762
Tamil Nadu,Kancheepuram,2025-11,1522
Tamil Nadu,Kancheepuram,2025-12,1240
Tamil Nadu,Kancheepuram,NaT,10776
Tamil Nadu,Kanchipuram,2025-02,1
Tamil Nadu,Kanchipuram,2025-03,2
Tamil Nadu,Kanchipuram,NaT,1
Tamil Nadu,Kanniyakumari,2025-01,3561
Tamil Nadu,Kanniyakumari,2025-02,215
Tamil Nadu,Kanniyakumari,2025-03,387
Tamil Nadu,Kanniyakumari,2025-04,238
Tamil Nadu,Kanniyakumari,2025-05,58
Tamil Nadu,Kanniyakumari,2025-06,221
Tamil Nadu,Kanniyakumari,2025-07,117
Tamil Nadu,Kanniyakumari,2025-08,376
Tamil Nadu,Kanniyakumari,2025-09,212
Tamil Nadu,Kanniyakumari,2025-10,230
Tamil Nadu,Kanniyakumari,2025-11,226
Tamil Nadu,Kanniyakumari,2025-12,218
Tamil Nadu,Kanniyakumari,NaT,3410
Tamil Nadu,Kanyakumari,2025-01,3173
Tamil Nadu,Kanyakumari,2025-02,160
Tamil Nadu,Kanyakumari,2025-03,118
Tamil Nadu,Kanyakumari,2025-04,96
Tamil Nadu,Kanyakumari,2025-05,72
Tamil Nadu,Kanyakumari,2025-06,133
Tamil Nadu,Kanyakumari,2025-07,95
Tamil Nadu,Kanyakumari,2025-08,134
Tamil Nadu,Kanyakumari,2025-09,93
Tamil Nadu,Kanyakumari,2025-10,135
Tamil Nadu,Kanyakumari,2025-11,183
Tamil Nadu,Kanyakumari,2025-12,103
Tamil Nadu,Kanyakumari,NaT,1712
Tamil Nadu,Karur,2025-01,3408
Tamil Nadu,Karur,2025-02,193
Tamil Nadu,Karur,2025-03,257
Tamil Nadu,Karur,2025-04,200
Tamil Nadu,Karur,2025-05,76
Tamil Nadu,Karur,2025-06,152
Tamil Nadu,Karur,2025-07,118
Tamil Nadu,Karur,2025-08,332
Tamil Nadu,Karur,2025-09,129
Tamil Nadu,Karur,2025-10,127
Tamil Nadu,Karur,2025-11,306
Tamil Nadu,Karur,2025-12,201
Tamil Nadu,Karur,NaT,2388
Tamil Nadu,Krishnagiri,2025-01,7866
Tamil Nadu,Krishnagiri,2025-02,418
Tamil Nadu,Krishnagiri,2025-03,379
Tamil Nadu,Krishnagiri,2025-04,627
Tamil Nadu,Krishnagiri,2025-05,125
Tamil Nadu,Krishnagiri,2025-06,271
Tamil Nadu,Krishnagiri,2025-07,171
Tamil Nadu,Krishnagiri,2025-08,511
Tamil Nadu,Krishnagiri,2025-09,240
Tamil Nadu,Krishnagiri,2025-10,408
Tamil Nadu,Krishnagiri,2025-11,375
Tamil Nadu,Krishnagiri,2025-12,331
Tamil Nadu,Krishnagiri,NaT,5099
Tamil Nadu,Madurai,2025-01,12720
Tamil Nadu,Madurai,2025-02,827
Tamil Nadu,Madurai,2025-03,935
Tamil Nadu,Madurai,2025-04,819
Tamil Nadu,Madurai,2025-05,324
Tamil Nadu,Madurai,2025-06,478
Tamil Nadu,Madurai,2025-07,604
Tamil Nadu,Madurai,2025-08,1091
Tamil Nadu,Madurai,2025-09,680
Tamil Nadu,Madurai,2025-10,569
Tamil Nadu,Madurai,2025-11,1042
Tamil Nadu,Madurai,2025-12,858
Tamil Nadu,Madurai,NaT,9633
Tamil Nadu,Mayiladuthurai,2025-01,329
Tamil Nadu,Mayiladuthurai,2025-02,33
Tamil Nadu,Mayiladuthurai,2025-03,60
Tamil Nadu,Mayiladuthurai,2025-04,30
Tamil Nadu,Mayiladuthurai,2025-05,6
Tamil Nadu,Mayiladuthurai,2025-06,33
Tamil Nadu,Mayiladuthurai,2025-07,36
Tamil Nadu,Mayiladuthurai,2025-08,31
Tamil Nadu,Mayiladuthurai,2025-09,15
Tamil Nadu,Mayiladuthurai,2025-10,15
Tamil Nadu,Mayiladuthurai,2025-11,49
Tamil Nadu,Mayiladuthurai,2025-12,13
Tamil Nadu,Mayiladuthurai,NaT,372
Tamil Nadu,Nagapattinam,2025-01,1398
Tamil Nadu,Nagapattinam,2025-02,276
Tamil Nadu,Nagapattinam,2025-03,477
Tamil Nadu,Nagapattinam,2025-04,443
Tamil Nadu,Nagapattinam,2025-05,165
Tamil Nadu,Nagapattinam,2025-06,272
Tamil Nadu,Nagapattinam,2025-07,117
Tamil Nadu,Nagapattinam,2025-08,484
Tamil Nadu,Nagapattinam,2025-09,278
Tamil Nadu,Nagapattinam,2025-10,362
Tamil Nadu,Nagapattinam,2025-11,492
Tamil Nadu,Nagapattinam,2025-12,381
Tamil Nadu,Nagapattinam,NaT,4330
Tamil Nadu,Namakkal,2025-01,4276
Tamil Nadu,Namakkal,2025-02,491
Tamil Nadu,Namakkal,2025-03,435
Tamil Nadu,Namakkal,2025-04,434
Tamil Nadu,Namakkal,2025-05,165
Tamil Nadu,Namakkal,2025-06,403
Tamil Nadu,Namakkal,2025-07,160
Tamil Nadu,Namakkal,2025-08,500
Tamil Nadu,Namakkal,2025-09,221
Tamil Nadu,Namakkal,2025-10,200
Tamil Nadu,Namakkal,2025-11,503
Tamil Nadu,Namakkal,2025-12,287
Tamil Nadu,Namakkal,NaT,4648
Tamil Nadu,Perambalur,2025-01,837
Tamil Nadu,Perambalur,2025-02,130
Tamil Nadu,Perambalur,2025-03,150
Tamil Nadu,Perambalur,2025-04,205
Tamil Nadu,Perambalur,2025-05,59
Tamil Nadu,Perambalur,2025-06,163
Tamil Nadu,Perambalur,2025-07,95
Tamil Nadu,Perambalur,2025-08,154
Tamil Nadu,Perambalur,2025-09,88
Tamil Nadu,Perambalur,2025-10,79
Tamil Nadu,Perambalur,2025-11,145
Tamil Nadu,Perambalur,2025-12,85
Tamil Nadu,Perambalur,NaT,1733
Tamil Nadu,Pudukkottai,2025-01,3758
Tamil Nadu,Pudukkottai,2025-02,453
Tamil Nadu,Pudukkottai,2025-03,471
Tamil Nadu,Pudukkottai,2025-04,633
Tamil Nadu,Pudukkottai,2025-05,234
Tamil Nadu,Pudukkottai,2025-06,317
Tamil Nadu,Pudukkottai,2025-07,310
Tamil Nadu,Pudukkottai,2025-08,585
Tamil Nadu,Pudukkottai,2025-09,311
Tamil Nadu,Pudukkottai,2025-10,382
Tamil Nadu,Pudukkottai,2025-11,514
Tamil Nadu,Pudukkottai,2025-12,356
Tamil Nadu,Pudukkottai,NaT,4484
Tamil Nadu,Ramanathapuram,2025-01,3395
Tamil Nadu,Ramanathapuram,2025-02,364
Tamil Nadu,Ramanathapuram,2025-03,346
Tamil Nadu,Ramanathapuram,2025-04,336
Tamil Nadu,Ramanathapuram,2025-05,145
Tamil Nadu,Ramanathapuram,2025-06,262
Tamil Nadu,Ramanathapuram,2025-07,149
Tamil Nadu,Ramanathapuram,2025-08,347
Tamil Nadu,Ramanathapuram,2025-09,157
Tamil Nadu,Ramanathapuram,2025-10,122
Tamil Nadu,Ramanathapuram,2025-11,390
Tamil Nadu,Ramanathapuram,2025-12,322
Tamil Nadu,Ramanathapuram,NaT,3276
Tamil Nadu,Ranipet,2025-01,124
Tamil Nadu,Ranipet,2025-02,8
Tamil Nadu,Ranipet,2025-03,22
Tamil Nadu,Ranipet,2025-04,6
Tamil Nadu,Ranipet,2025-05,15
Tamil Nadu,Ranipet,2025-06,11
Tamil Nadu,Ranipet,2025-07,7
Tamil Nadu,Ranipet,2025-08,25
Tamil Nadu,Ranipet,2025-09,6
Tamil Nadu,Ranipet,2025-10,4
Tamil Nadu,Ranipet,2025-11,6
Tamil Nadu,Ranipet,2025-12,7
Tamil Nadu,Ranipet,NaT,164
Tamil Nadu,Salem,2025-01,8455
Tamil Nadu,Salem,2025-02,878
Tamil Nadu,Salem,2025-03,1019
Tamil Nadu,Salem,2025-04,918
Tamil Nadu,Salem,2025-05,508
Tamil Nadu,Salem,2025-06,485
Tamil Nadu,Salem,2025-07,406
Tamil Nadu,Salem,2025-08,1216
Tamil Nadu,Salem,2025-09,521
Tamil Nadu,Salem,2025-10,659
Tamil Nadu,Salem,2025-11,822
Tamil Nadu,Salem,2025-12,573
Tamil Nadu,Salem,NaT,10401
Tamil Nadu,Sivaganga,2025-01,1809
Tamil Nadu,Sivaganga,2025-02,389
Tamil Nadu,Sivaganga,2025-03,243
Tamil Nadu,Sivaganga,2025-04,278
Tamil Nadu,Sivaganga,2025-05,154
Tamil Nadu,Sivaganga,2025-06,239
Tamil Nadu,Sivaganga,2025-07,104
Tamil Nadu,Sivaganga,2025-08,335
Tamil Nadu,Sivaganga,2025-09,239
Tamil Nadu,Sivaganga,2025-10,186
Tamil Nadu,Sivaganga,2025-11,358
Tamil Nadu,Sivaganga,2025-12,223
Tamil Nadu,Sivaganga,NaT,3530
Tamil Nadu,Tenkasi,2025-01,1255
Tamil Nadu,Tenkasi,2025-02,82
Tamil Nadu,Tenkasi,2025-03,164
Tamil Nadu,Tenkasi,2025-04,45
Tamil Nadu,Tenkasi,2025-05,77
Tamil Nadu,Tenkasi,2025-06,49
Tamil Nadu,Tenkasi,2025-07,51
Tamil Nadu,Tenkasi,2025-08,93
Tamil Nadu,Tenkasi,2025-09,47
Tamil Nadu,Tenkasi,2025-10,46
Tamil Nadu,Tenkasi,2025-11,94
Tamil Nadu,Tenkasi,2025-12,62
Tamil Nadu,Tenkasi,NaT,977
Tamil Nadu,Thanjavur,2025-01,7274
Tamil Nadu,Thanjavur,2025-02,519
Tamil Nadu,Thanjavur,2025-03,492
Tamil Nadu,Thanjavur,2025-04,536
Tamil Nadu,Thanjavur,2025-05,343
Tamil Nadu,Thanjavur,2025-06,470
Tamil Nadu,Thanjavur,2025-07,304
Tamil Nadu,Thanjavur,2025-08,622
Tamil Nadu,Thanjavur,2025-09,389
Tamil Nadu,Thanjavur,2025-10,692
Tamil Nadu,Thanjavur,2025-11,498
Tamil Nadu,Thanjavur,2025-12,645
Tamil Nadu,Thanjavur,NaT,6324
Tamil Nadu,The Nilgiris,2025-01,355
Tamil Nadu,The Nilgiris,2025-02,150
Tamil Nadu,The Nilgiris,2025-03,100
Tamil Nadu,The Nilgiris,2025-04,197
Tamil Nadu,The Nilgiris,2025-05,76
Tamil Nadu,The Nilgiris,2025-06,96
Tamil Nadu,The Nilgiris,2025-07,75
Tamil Nadu,The Nilgiris,2025-08,148
Tamil Nadu,The Nilgiris,2025-09,68
Tamil Nadu,The Nilgiris,2025-10,149
Tamil Nadu,The Nilgiris,2025-11,111
Tamil Nadu,The Nilgiris,2025-12,190
Tamil Nadu,The Nilgiris,NaT,1528
Tamil Nadu,Theni,2025-01,3989
Tamil Nadu,Theni,2025-02,352
Tamil Nadu,Theni,2025-03,293
Tamil Nadu,Theni,2025-04,222
Tamil Nadu,Theni,2025-05,191
Tamil Nadu,Theni,2025-06,278
Tamil Nadu,Theni,2025-07,168
Tamil Nadu,Theni,2025-08,596
Tamil Nadu,Theni,2025-09,193
Tamil Nadu,Theni,2025-10,289
Tamil Nadu,Theni,2025-11,326
Tamil Nadu,Theni,2025-12,535
Tamil Nadu,Theni,NaT,3618
Tamil Nadu,Thiruvallur,2025-01,4
Tamil Nadu,Thiruvallur,2025-02,19
Tamil Nadu,Thiruvallur,2025-03,14
Tamil Nadu,Thiruvallur,2025-04,26
Tamil Nadu,Thiruvallur,2025-05,7
Tamil Nadu,Thiruvallur,2025-06,12
Tamil Nadu,Thiruvallur,2025-07,4
Tamil Nadu,Thiruvallur,2025-08,21
Tamil Nadu,Thiruvallur,2025-09,12
Tamil Nadu,Thiruvallur,2025-10,14
Tamil Nadu,Thiruvallur,2025-11,30
Tamil Nadu,Thiruvallur,2025-12,41
Tamil Nadu,Thiruvallur,NaT,200
Tamil Nadu,Thiruvarur,2025-01,2826
Tamil Nadu,Thiruvarur,2025-02,318
Tamil Nadu,Thiruvarur,2025-03,334
Tamil Nadu,Thiruvarur,2025-04,462
Tamil Nadu,Thiruvarur,2025-05,123
Tamil Nadu,Thiruvarur,2025-06,254
Tamil Nadu,Thiruvarur,2025-07,115
Tamil Nadu,Thiruvarur,2025-08,340
Tamil Nadu,Thiruvarur,2025-09,193
Tamil Nadu,Thiruvarur,2025-10,350
Tamil Nadu,Thiruvarur,2025-11,212
Tamil Nadu,Thiruvarur,2025-12,410
Tamil Nadu,Thiruvarur,NaT,3707
Tamil Nadu,Thoothukkudi,2025-01,2866
Tamil Nadu,Thoothukkudi,2025-02,345
Tamil Nadu,Thoothukkudi,2025-03,328
Tamil Nadu,Thoothukkudi,2025-04,285
Tamil Nadu,Thoothukkudi,2025-05,220
Tamil Nadu,Thoothukkudi,2025-06,341
Tamil Nadu,Thoothukkudi,2025-07,202
Tamil Nadu,Thoothukkudi,2025-08,516
Tamil Nadu,Thoothukkudi,2025-09,304
Tamil Nadu,Thoothukkudi,2025-10,424
Tamil Nadu,Thoothukkudi,2025-11,499
Tamil Nadu,Thoothukkudi,2025-12,306
Tamil Nadu,Thoothukkudi,NaT,4480
Tamil Nadu,Tiruchirappalli,2025-01,7830
Tamil Nadu,Tiruchirappalli,2025-02,472
Tamil Nadu,Tiruchirappalli,2025-03,705
Tamil Nadu,Tiruchirappalli,2025-04,529
Tamil Nadu,Tiruchirappalli,2025-05,311
Tamil Nadu,Tiruchirappalli,2025-06,424
Tamil Nadu,Tiruchirappalli,2025-07,285
Tamil Nadu,Tiruchirappalli,2025-08,847
Tamil Nadu,Tiruchirappalli,2025-09,337
Tamil Nadu,Tiruchirappalli,2025-10,526
Tamil Nadu,Tiruchirappalli,2025-11,674
Tamil Nadu,Tiruchirappalli,2025-12,540
Tamil Nadu,Tiruchirappalli,NaT,6066
Tamil Nadu,Tirunelveli,2025-01,7998
Tamil Nadu,Tirunelveli,2025-02,415
Tamil Nadu,Tirunelveli,2025-03,557
Tamil Nadu,Tirunelveli,2025-04,730
Tamil Nadu,Tirunelveli,2025-05,369
Tamil Nadu,Tirunelveli,2025-06,411
Tamil Nadu,Tirunelveli,2025-07,267
Tamil Nadu,Tirunelveli,2025-08,729
Tamil Nadu,Tirunelveli,2025-09,420
Tamil Nadu,Tirunelveli,2025-10,576
Tamil Nadu,Tirunelveli,2025-11,795
Tamil Nadu,Tirunelveli,2025-12,614
Tamil Nadu,Tirunelveli,NaT,7373
Tamil Nadu,Tirupathur,2025-01,1
Tamil Nadu,Tirupathur,2025-07,1
Tamil Nadu,Tirupathur,2025-12,2
Tamil Nadu,Tirupathur,NaT,19
Tamil Nadu,Tirupattur,2025-01,900
Tamil Nadu,Tirupattur,2025-02,53
Tamil Nadu,Tirupattur,2025-03,63
Tamil Nadu,Tirupattur,2025-04,61
Tamil Nadu,Tirupattur,2025-05,18
Tamil Nadu,Tirupattur,2025-06,76
Tamil Nadu,Tirupattur,2025-07,51
Tamil Nadu,Tirupattur,2025-08,58
Tamil Nadu,Tirupattur,2025-09,55
Tamil Nadu,Tirupattur,2025-10,46
Tamil Nadu,Tirupattur,2025-11,86
Tamil Nadu,Tirupattur,2025-12,61
Tamil Nadu,Tirupattur,NaT,847
Tamil Nadu,Tiruppur,2025-01,13594
Tamil Nadu,Tiruppur,2025-02,279
Tamil Nadu,Tiruppur,2025-03,508
Tamil Nadu,Tiruppur,2025-04,470
Tamil Nadu,Tiruppur,2025-05,563
Tamil Nadu,Tiruppur,2025-06,329
Tamil Nadu,Tiruppur,2025-07,434
Tamil Nadu,Tiruppur,2025-08,913
Tamil Nadu,Tiruppur,2025-09,363
Tamil Nadu,Tiruppur,2025-10,700
Tamil Nadu,Tiruppur,2025-11,623
Tamil Nadu,Tiruppur,2025-12,647
Tamil Nadu,Tiruppur,NaT,6457
Tamil Nadu,Tiruvallur,2025-01,23654
Tamil Nadu,Tiruvallur,2025-02,626
Tamil Nadu,Tiruvallur,2025-03,899
Tamil Nadu,Tiruvallur,2025-04,998
Tamil Nadu,Tiruvallur,2025-05,608
Tamil Nadu,Tiruvallur,2025-06,496
Tamil Nadu,Tiruvallur,2025-07,341
Tamil Nadu,Tiruvallur,2025-08,1362
Tamil Nadu,Tiruvallur,2025-09,499
Tamil Nadu,Tiruvallur,2025-10,1124
Tamil Nadu,Tiruvallur,2025-11,902
Tamil Nadu,Tiruvallur,2025-12,1069
Tamil Nadu,Tiruvallur,NaT,11525
Tamil Nadu,Tiruvannamalai,2025-01,6820
Tamil Nadu,Tiruvannamalai,2025-02,389
Tamil Nadu,Tiruvannamalai,2025-03,293
Tamil Nadu,Tiruvannamalai,2025-04,320
Tamil Nadu,Tiruvannamalai,2025-05,558
Tamil Nadu,Tiruvannamalai,2025-06,319
Tamil Nadu,Tiruvannamalai,2025-07,242
Tamil Nadu,Tiruvannamalai,2025-08,763
Tamil Nadu,Tiruvannamalai,2025-09,438
Tamil Nadu,Tiruvannamalai,2025-10,708
Tamil Nadu,Tiruvannamalai,2025-11,378
Tamil Nadu,Tiruvannamalai,2025-12,393
Tamil Nadu,Tiruvannamalai,NaT,5755
Tamil Nadu,Vellore,2025-01,8729
Tamil Nadu,Vellore,2025-02,513
Tamil Nadu,Vellore,2025-03,543
Tamil Nadu,Vellore,2025-04,857
Tamil Nadu,Vellore,2025-05,785
Tamil Nadu,Vellore,2025-06,411
Tamil Nadu,Vellore,2025-07,286
Tamil Nadu,Vellore,2025-08,1001
Tamil Nadu,Vellore,2025-09,578
Tamil Nadu,Vellore,2025-10,711
Tamil Nadu,Vellore,2025-11,742
Tamil Nadu,Vellore,2025-12,674
Tamil Nadu,Vellore,NaT,8110
Tamil Nadu,Villupuram,2025-01,2168
Tamil Nadu,Villupuram,2025-02,293
Tamil Nadu,Villupuram,2025-03,250
Tamil Nadu,Villupuram,2025-04,234
Tamil Nadu,Villupuram,2025-05,285
Tamil Nadu,Villupuram,2025-06,180
Tamil Nadu,Villupuram,2025-07,210
Tamil Nadu,Villupuram,2025-08,501
Tamil Nadu,Villupuram,2025-09,268
Tamil Nadu,Villupuram,2025-10,327
Tamil Nadu,Villupuram,2025-11,224
Tamil Nadu,Villupuram,2025-12,293
Tamil Nadu,Villupuram,NaT,3754
Tamil Nadu,Viluppuram,2025-01,1697
Tamil Nadu,Viluppuram,2025-02,183
Tamil Nadu,Viluppuram,2025-03,236
Tamil Nadu,Viluppuram,2025-04,349
Tamil Nadu,Viluppuram,2025-05,303
Tamil Nadu,Viluppuram,2025-06,240
Tamil Nadu,Viluppuram,2025-07,138
Tamil Nadu,Viluppuram,2025-08,484
Tamil Nadu,Viluppuram,2025-09,292
Tamil Nadu,Viluppuram,2025-10,357
Tamil Nadu,Viluppuram,2025-11,298
Tamil Nadu,Viluppuram,2025-12,387
Tamil Nadu,Viluppuram,NaT,4066
Tamil Nadu,Virudhunagar,2025-01,7144
Tamil Nadu,Virudhunagar,2025-02,346
Tamil Nadu,Virudhunagar,2025-03,386
Tamil Nadu,Virudhunagar,2025-04,445
Tamil Nadu,Virudhunagar,2025-05,286
Tamil Nadu,Virudhunagar,2025-06,220
Tamil Nadu,Virudhunagar,2025-07,263
Tamil Nadu,Virudhunagar,2025-08,715
Tamil Nadu,Virudhunagar,2025-09,165
Tamil Nadu,Virudhunagar,2025-10,302
Tamil Nadu,Virudhunagar,2025-11,207
Tamil Nadu,Virudhunagar,2025-12,219
Tamil Nadu,Virudhunagar,NaT,4501
Telangana,Adilabad,2025-01,7147
Telangana,Adilabad,2025-02,157
Telangana,Adilabad,2025-03,104
Telangana,Adilabad,2025-04,480
Telangana,Adilabad,2025-05,234
Telangana,Adilabad,2025-06,94
Telangana,Adilabad,2025-07,58
Telangana,Adilabad,2025-08,296
Telangana,Adilabad,2025-09,242
Telangana,Adilabad,2025-10,390
Telangana,Adilabad,2025-11,285
Telangana,Adilabad,2025-12,233
Telangana,Adilabad,NaT,3393
Telangana,Bhadradri Kothagudem,2025-01,3403
Telangana,Bhadradri Kothagudem,2025-02,304
Telangana,Bhadradri Kothagudem,2025-03,183
Telangana,Bhadradri Kothagudem,2025-04,418
Telangana,Bhadradri Kothagudem,2025-05,273
Telangana,Bhadradri Kothagudem,2025-06,200
Telangana,Bhadradri Kothagudem,2025-07,187
Telangana,Bhadradri Kothagudem,2025-08,435
Telangana,Bhadradri Kothagudem,2025-09,243
Telangana,Bhadradri Kothagudem,2025-10,228
Telangana,Bhadradri Kothagudem,2025-11,215
Telangana,Bhadradri Kothagudem,2025-12,214
Telangana,Bhadradri Kothagudem,NaT,2890
Telangana,Hanumakonda,2025-01,1424
Telangana,Hanumakonda,2025-02,108
Telangana,Hanumakonda,2025-03,115
